44	AK	PHOTOVOLTAIC FAULTS
44	AK	FAULT DETECTION
44	AK	ANN NETWORKS
44	AK	FUZZY LOGIC SYSTEMS
45	AK	SUPPORT VECTOR MACHINES (SVMS)
45	AK	MULTIVARIATE ADAPTIVE REGRESSION SPLINES (MARS)
45	AK	PARTICLE SWARM OPTIMIZATION (PSO)
45	AK	ARTIFICIAL NEURAL NETWORKS (ANNS)
45	AK	CONTINUOUS CAST STEEL SLABS
45	AK	CENTERLINE SEGREGATION PREDICTION
46	AK	ONLINE FEATURE SELECTION
46	AK	CLASSIFICATION
46	AK	MICRO-BLOGGING COMMUNITIES
47	AK	MULTI SENSOR DATA FUSION
47	AK	REGRESSION ANALYSIS SENSOR DATA
47	AK	MULTIVARIABLE REGRESSION
47	AK	AFFECTIVE COMPUTING
47	AK	PHYSIOLOGICAL SIGNALS
47	AK	MACHINE LEARNING
48	AK	MINIMUM ENTROPY DECONVOLUTION
48	AK	SPARSE FILTERING
48	AK	ROTATING MACHINERY
48	AK	INCIPIENT FAULT DETECTION
48	AK	DEEP LEARNING
49	AK	ECG BEAT CLASSIFICATION
49	AK	LOCAL DEEP FIELD
49	AK	DATA MANIFOLD
